customer_id,order_id,total_price
FJUT4,9T9UP,9.39
PTBJI,MHS27,9.71
M71UL,N8ZRP,9.66
LWN92,X42U7,292.33
0G8M4,XMOPB,39.75
6Z53Z,DP8TJ,27.00
0NOQ8,QDLVR,26.32
K2TLR,W9GT6,29.79
OGM62,R1QS0,40.90
370YT,O5VWD,38.76
O8WX1,9MVMF,77.48
4IOJU,QBEE1,75.70
DPZ1Y,SGBW2,1.65
8JZW4,7MO40,108.93
5RZTU,H6YU4,49.27
QW53C,KBZM3,168.92
NSY4O,1SI75,9.96
QREX9,SBRI5,23.96
PR0B4,HDT2X,154.50
SXJ6D,DSBIX,26.25
PVYGF,KG39R,30.40
ADAML,O0O1C,31.94
R9HR3,WO1K3,56.34
4IT2L,TTYYL,105.00
R73WT,TW0Q7,30.96
8PIDX,TYHFC,82.41
00TSX,3TZ0T,23.60
BKP2E,SNBGF,112.33
CAZPP,KJTNH,74.76
IH68Y,CA9CQ,14.15
9ZT0Z,VY96O,51.15
VQLN0,VUO1Q,26.70
YLA6J,M8IO3,18.70
TQU0V,CSMQO,36.57
53JXE,I6BWC,5.25
M4G4D,XQG4O,15.20
GSWLM,YZEZZ,14.56
1QDY7,LNXH8,14.64
X4ORP,HF6J0,63.80
GXNJS,VVDJU,279.44
HTPT6,IVJRE,29.07
DR4QE,G2CKO,40.50
3QAQ8,NGDMU,50.85
EC83O,3M2P5,7.96
KTIAE,59Z3Q,58.48
ME575,3B9OX,231.11
Z6110,ORTS3,14.64
BQHN5,MHOX5,15.54
7ZEZ2,FZ57V,26.24
DS8MH,G6GB1,65.44
ZTY8Y,3XYCX,94.00
VM8U0,BOH5P,44.75
O5NC8,YJU5F,45.29
3PNJ8,VXEEL,36.40
W22YK,8MIRE,82.72
X9MYX,883VE,41.67
X84KQ,UO27Y,15.40
3JYV6,F6PHA,21.12
SM366,AUA0X,44.16
0TOKI,6C7U8,52.10
SZCYH,7R9EH,47.68
75UQU,KZMHY,9.90
TXXUU,7IGVA,113.75
83541,BR60U,148.50
M0XRR,QVTUB,7.92
Q69KK,I25KX,149.94
TW3D6,SPB0S,85.95
920AI,NO0M8,4.50
8FZE6,B7UQG,82.99
A0M32,YORZ6,8.04
BEA5S,JLM3Z,14.15
4TTYC,PQPS0,42.40
EJS8N,30X8T,14.04
U52Y2,TAMHH,13.35
JN0LG,T4NSU,13.15
GW2PL,4SBA8,7.94
8XC0L,C7166,23.70
XYL9I,BYQ0X,32.34
6XW8M,FOVT4,19.80
D3J0O,FLKZQ,19.02
NXBE7,IEZFW,55.72
RUVRX,5X802,5.51
5GLQE,GKVGT,33.12
3A9T8,BW639,106.83
M7IVG,CHJEY,121.76
O2IZP,FUSXJ,4.60
5506R,DLW8A,17.22
3UYX3,307FC,68.94
JRNWX,KRFMN,20.96
FJQB7,ZU8RQ,57.99
Z5LKI,GPBB2,95.39
62KTZ,FXEUN,3.84
564CD,YUP60,89.95
1I35T,WPQAT,17.95
EIH2J,23C0M,8.30
T85X9,H5IYI,60.30
RRFDJ,08LOQ,61.23
URI2Q,5OSQH,16.68
KNBNP,LPAZA,5.94
BG3XC,75Y74,17.76
IAXXE,T74DE,7.92
SW86Z,Z3YSK,49.20
27PAW,KAHRF,6.93
N9PVI,1XHKC,93.96
648Y1,VOYRS,71.10
IQ5EE,Z4XV1,88.08
1QDY7,T0F1F,14.20
FM7UX,WAZBQ,0.99
CE2KX,EOVJO,29.84
5IVMH,T5CJK,2.53
OIZD9,9ZNMW,11.16
B1OU4,V6IO6,63.90
TXXUU,GU6S3,50.72
JTOB7,KQMKO,21.70
GHMOP,T5AHR,17.38
06DA2,ADT4R,6.14
7WH7M,N88Q0,7.55
1E6Q8,31W16,6.93
UM1CD,IHL6O,12.80
3KHUL,BD0KT,37.28
2MCKK,OR1WU,63.00
W3R67,V62BM,11.64
MH6XI,X388M,13.58
VWX7F,OSFWD,3.96
A91V1,S3XZ0,112.95
8AVVS,0VC5I,62.44
BQY6L,1KKWT,22.08
ANAHM,G0LF6,14.34
OY30Q,EJG6T,36.82
6XCXS,AOWNK,11.25
HDSGS,PVU21,5.26
LND96,EU9EM,7.92
16EMA,XO90T,36.27
G3QMM,10KZM,38.99
MWI7Q,RZHHY,80.55
23DVK,SVHKY,55.20
EOIN9,CWZ7I,3.02
ED86E,EDMRB,177.95
3Y83L,Z4R8L,23.10
RXMW8,16XMM,6.30
GUSJG,7P5FB,35.84
TDOT2,XY8OV,35.80
B9QER,8AD8K,6.84
9G9AB,9ISON,22.50
KXPC6,BJ63K,154.89
C191S,JP8D9,174.46
GQA26,BT95W,123.87
75CLD,U8Y5U,5.36
1PUAD,8K05J,158.14
S39US,Y5Z5L,4.95
4QZLM,P98M7,22.68
9TPRV,XCGHK,5.98
JPB85,YM88Q,1.84
XW6IW,C9UNJ,107.39
AUYK2,4XEVD,59.51
S0C1U,J3I18,11.56
AISUN,S74N9,69.76
ZQR2O,NXKRL,149.19
0EF7R,JUMYC,46.61
NPBV8,2KMC2,112.96
ZSSAW,SX4IV,42.08
QBYZ1,S5DI7,9.14
KCKHH,8SFRI,51.40
JKJ3U,Q28BZ,21.20
73JIK,LI2S1,5.57
IPJE4,N398T,5.94
XGTMQ,33HA0,96.80
25XGP,4UJXB,59.40
8PIDX,CVL39,36.30
VMSXU,Q2B9K,10.35
E5J5A,Z3NS0,31.32
KWVWH,59DRN,26.20
4U1YY,BPSGX,6.93
EU9PG,LCG76,27.72
56JZZ,YKMSQ,1.98
7487Z,1G6KT,30.17
U7BF3,YBLMH,24.93
IY9G9,DTUC9,28.24
00TSX,I5MC6,136.97
8JZW4,ZTQLP,16.75
P3JMP,1UIW7,51.24
GF6F8,X0SS4,31.50
5OQ73,GY3EI,11.84
TZJTD,4CCRI,51.57
6QQ17,8RADX,27.34
AZ0DQ,9GUA7,13.41
2C3OT,89CHT,100.05
BVNDW,GX41G,3.14
JBOZ4,JP3C5,85.92
6MQIZ,5RYCC,28.32
370YT,NLYNX,29.87
YQ9UC,E18IX,61.30
0ORDD,Y9AEY,75.69
N80A2,Z0E63,67.80
RUBIO,5E8LF,18.66
KKB92,W5MJR,113.75
D1986,Q8BY2,2.97
CFRC5,PZBRZ,88.20
402EP,ESFZZ,62.82
E4Y0A,ZYMDV,12.96
2BVFH,OHXGE,196.65
6XCXS,HQACT,44.55
IQ5EE,TSENP,85.07
HW0BX,XCZ6R,8.91
26AHJ,EWTJE,10.80
GTMVH,2PWD6,54.66
0XLAS,0R29E,198.42
Q1W4Q,K7USB,7.35
QULO0,J4OG1,122.37
LBE3H,IHP49,286.52
B64DW,YUZN7,143.57
MHXU7,Q90B8,49.23
TQ4BF,DH2FD,33.24
IFEUN,GOZ4D,159.44
QKJZ6,MC57S,6.46
V3EW9,IBYMP,128.30
PSWKU,P3DH3,29.66
RQ6FT,MUB3Q,23.20
FPEXT,HQ6ER,1.98
1RBTZ,TPILL,74.16
SV7LM,LOJW4,61.74
49WB9,M6T5X,51.75
QKJZ6,7CYX0,169.18
81SL1,D6ETW,12.32
HLOA5,RQYRP,88.31
7VMFA,TDZ0L,70.86
VK3RS,SZXHO,15.15
Q3G0X,EXVUI,100.50
F5FCP,XXHGW,114.56
WJ0IX,BMMID,100.32
LX0ZO,EL2HE,31.76
3TGP4,ZK2BK,112.34
EQH3C,6YUR7,322.70
SYUDX,QMN46,9.90
CVTAH,U2Q0B,152.40
BVNDW,GYIC4,326.04
480OC,C7Y4F,14.49
RSU9A,BRO1T,5.52
VC9LC,PG3L3,16.71
4CD2W,4K0CP,4.60
ZB1G7,GJZ51,15.20
5XKEO,8JCN9,28.42
57IXD,1J1SK,4.95
3PB90,5IZ2R,168.30
KYHPH,7W38G,43.32
JC6HH,MFKD7,1.23
RGB9R,YBTVY,35.80
993FC,QZU48,4.91
LKAQP,R8UGV,39.06
V35TG,KB2U4,6.15
1Y526,11FQ7,63.50
N1BF2,OD6B1,28.48
QJSQJ,XR7PM,9.90
4USTZ,J5197,60.10
4OAFQ,ZCZV8,69.64
EIHL9,JIL4C,17.84
FNU50,OUQN2,89.20
WDHQ0,TRM9H,58.82
C1E0K,KKO6W,50.76
QO7OB,QKLW9,3.77
AUK2M,AITS1,20.34
E1UYT,BF48Q,18.28
GZ9ZP,2TXUG,8.52
RF9LE,5MHMF,77.28
M4E2V,1XX29,4.45
2KFTE,R38O5,26.28
77DVH,7UQPB,36.72
WI3Z8,R82MR,22.88
B9E2L,QUH95,15.36
H539O,DNQ1Y,46.14
ILP5K,SA02W,55.99
N80A2,LYGX8,5.26
AQ3IX,6OWQ9,12.96
GXNJS,Z0DO4,112.14
CVRB2,H25V1,50.72
B0FU9,LFQ67,37.52
P1WH9,E8QEG,151.34
W4Z9N,E226E,39.90
Q3GD0,YMVY5,55.68
BXCKT,YE5OI,17.68
UWSKE,49VNW,10.74
Q6LY0,ZUFA6,22.40
J9A97,GRFDL,7.92
MU1FJ,6ZR9W,28.20
JRV1K,JLJBD,85.50
2XKNW,P2WQU,47.77
PY72T,RX4T9,13.68
ZBJS7,4BY3U,8.84
IANX5,A1GWR,79.10
TLLEG,55YD8,43.90
55ML4,RJRYH,24.90
ER6DT,D40N0,25.40
LFP9N,LVMPM,24.24
UNWVV,PYQNR,54.81
4ZZW9,HM5HM,78.24
XQKMB,69XVO,31.15
5K9WH,Q5QRC,17.00
DSWCB,8ZFUS,71.72
UVVW3,MABBC,2.53
CVND9,UW4BP,50.97
10X50,TJSI0,70.98
QD7DC,1ZZYA,136.07
K35BH,G4DCW,21.54
ELY0G,UQ0GR,2.47
EUC5W,P6RRL,84.99
9YU0Y,HRJXE,205.37
L3Z3K,7UZZL,73.75
0YGUD,AXSRO,16.08
OEI41,XAJEC,114.46
YFB2P,JID4O,42.64
S7FBO,BMIFL,48.92
0R1KZ,JK00Z,15.36
9LNGA,EFZ0Y,90.56
SYPQR,L2BHE,47.60
6UKHZ,F2EGG,115.72
3QAQ8,EVU7E,92.27
9IHI8,F9OVR,161.80
M673H,FEP8J,15.53
E81BQ,G4A6H,46.24
MOF3X,RWV0W,116.72
FB7NN,MUASK,68.64
C2DZS,393PX,19.92
2RGUS,KM5YU,76.40
NMNWQ,4I13W,108.66
G55Z4,VYFM5,24.92
36PFL,2J6ZA,136.40
T2GAE,2ZQ25,47.47
8VJJL,9WZLH,114.20
1AA95,O9S5T,52.60
7KIHE,1DQ5P,169.42
BWV6H,47O0B,9.52
RHSD1,U9U0A,275.58
DSLHX,NYGV7,136.43
EWVMH,MAPYL,73.92
KQRWE,1EKOL,167.12
DIF6X,7AOJ7,105.81
YI7AC,FKMJJ,29.44
E27EG,SUTWM,27.08
G55Z4,UOB8E,47.18
QFT7M,Y909M,80.33
VVB87,RUR83,88.62
E81BQ,O6SQR,68.72
L5GGP,TZQO8,4.12
MHEXJ,XWTIZ,59.89
QK8Y5,K6ZR1,23.23
GBPXS,YVSGL,66.18
CRTVC,9B6NV,3.96
D8WUR,6XCAK,24.65
JAJPL,VAL4Y,45.35
M26UD,92HZE,100.63
9FUHS,7I6OF,20.46
6F1KL,8RYYH,20.30
6VCCT,PK242,31.68
Q7W81,EH3UJ,24.00
UV1TM,4SJCN,74.88
NUQKP,MTVUG,8.48
UEO2V,79JPL,69.28
KQ0WJ,AK76G,160.47
A6NZW,YUGZ6,56.91
RF32C,7Y8P3,1.98
DODB6,M4YC6,37.75
BMQNA,7SJJO,33.27
UP4QM,BTWMA,3.96
0GW2Q,Q9OSR,54.96
HOGTV,ZQI86,29.94
N57J4,BJZZG,56.96
RQT1B,WPH69,15.72
L26CY,FKYFH,70.38
ZAH6Q,5T7JU,37.75
PWUPL,69JLE,26.40
ZL8TF,C53NR,225.64
ACRTE,RNCDE,8.26
UAX0N,767ZC,5.18
7RAN5,A9MM2,22.82
YI7I5,OR8KU,7.92
WJKQE,RDJG6,105.21
RQT1B,VEJYP,66.70
V9SXE,V6ZKL,35.63
JABRR,L68FR,5.34
1FG7T,UZ3VG,9.04
KBV9N,EJ9US,18.80
PXCKU,QX0O4,30.31
NX0N0,ZEN89,74.23
AE9MZ,UXHVA,40.80
CZF44,KHC8L,26.32
YTKF1,T9MRY,89.13
9MHZK,YEYZ2,65.78
MRCZZ,UMN1M,27.16
YN31W,K7B0J,16.59
MADTM,5Z6C3,39.12
YEEDV,1DVM5,20.55
MKTEZ,HNCQ3,55.35
B6472,9N94Y,25.80
92Z9W,LW4VY,125.86
HSQIL,DHTC4,13.35
8RBO8,QKMF9,21.14
XIOBY,AEGDC,41.23
RLWUB,XAN4P,14.58
92KQS,UWCAU,14.94
735VD,BRGVE,25.68
Q6IKS,I9CHG,146.24
XRCX9,LYPAH,56.80
43T46,BMNPX,123.40
WS51U,7JUCX,94.63
46N7F,DH9C6,11.20
4WJ0L,JA7HF,8.40
NL2AE,76ZHA,27.60
5506R,X6Z1V,19.60
KZ14W,JI1JG,44.94
UQUWO,RXOFL,9.90
FZ9NL,KE17B,135.66
0GU8D,6WAUZ,24.72
KWVWH,R56LU,30.03
KCY1P,D4QA0,101.44
YI7I5,Y3VSZ,18.80
CATKZ,J6U40,107.79
87LD6,RIF63,157.43
983TY,BXR3F,39.97
LF8WM,1JW36,55.14
3JYV6,6BJE0,19.95
E3GNS,VFGDY,57.25
RYXD3,GDZAH,9.24
NMNBE,GJTNO,3.20
6CUDG,ASXVA,307.98
5J1L3,J1OI2,37.24
LWNBX,Z47DW,19.92
YHZ34,TNXKF,10.02
SDJ8A,2H6MZ,165.00
K2H7R,D9F9Q,62.85
58Z4Y,F92WG,91.29
1TMXQ,LP2KU,18.75
TWAG1,F3XNB,30.06
VZ3J2,9HKIQ,34.00
WULMI,PTNZY,5.94
ODC3W,MTWDR,130.59
763SO,OGK9L,123.20
15Q5D,6V73M,8.44
HZR9U,0J162,21.85
EOC5G,8MJOR,17.30
QUQVS,SIC59,4.95
N7TPK,VH0QK,43.90
7D0KP,7PLV2,28.60
0DDBE,H0TAQ,49.03
LKXPT,YZ1K6,9.30
ODH0L,IBCRX,28.56
8DQSR,08EPX,12.45
TWW9T,RMT8O,22.46
XMZS8,00VBN,32.16
SK4KI,MRZQ6,30.80
FW9QQ,1PWKI,64.26
6GC3S,0H0ZV,26.55
PH6FC,N59YR,27.54
S2K29,JE4UX,5.11
PW1LD,O0ODT,291.78
BVNDW,1JKE3,13.59
QF05A,59UL9,22.38
YYWES,NKZYZ,15.32
HY7B2,DS1IG,154.73
N25U8,W8RP0,73.84
C6YYV,FLYSB,8.08
LX0ZO,S3JS2,5.96
P4BBU,S5OPI,87.54
DH5Y0,WHB3G,52.89
HZR9U,W24QI,26.74
704QC,CD52L,220.41
9R1KW,19A8M,9.66
OEM7R,312A7,10.70
XMZS8,KPGYX,98.58
29VDL,9I8O4,32.20
U1VZD,6AY91,298.66
25M7P,LGELH,181.93
TXYVV,E6XPE,11.66
9HPAS,U6P94,256.00
RF9LE,B8H3R,129.20
A9FZY,8V5YM,64.80
OBMIR,5NW1E,29.47
GTXJU,6NZBS,109.51
FI4GH,FTI3N,10.53
6WTO6,Q0OJG,49.20
HS6UU,0BVDX,52.66
OBZ04,U9T6Q,33.38
2VTRQ,FFNQY,34.20
TP0RZ,6CKN9,35.89
FQRAJ,LXPG1,47.76
Q3PPF,FSX1T,233.16
VB9II,NCK41,70.69
QFLCU,CQZ9W,39.07
TFDGC,D53YA,43.22
OUB9Y,IGGKB,5.24
TNKPJ,ZIB52,102.20
QQD3A,YY8A9,16.59
PZL28,YY97T,55.03
4O1ZC,J5ZNC,74.62
SUBDE,69M9Z,7.92
8CTKG,XO6D6,3.32
EVXYT,RN7N8,70.50
WJKQE,YW5B2,15.00
7L38O,GQID9,30.48
0J894,Q9AY6,90.40
1QIY2,DIWKB,46.56
MPL6N,LSQHS,13.10
S9NAO,B1PKO,64.58
3JLLF,IBTIX,10.59
KN9QC,5B13O,31.71
LYT9A,D8J43,11.12
0G8M4,LL1DI,140.11
UP2QY,SSJOD,17.79
V6PGR,LL78D,27.16
NMNBE,1YHRS,118.64
6PD7A,PDEK5,36.06
LDBKV,116N2,234.15
YAXAU,VL5D4,60.72
NS5H2,61PJP,32.55
ZV95X,JOQSA,36.90
T3XB1,2WQ83,11.85
OLS4J,I86M3,9.90
UAX0N,8AVE2,2.97
PSNKL,E584E,46.26
7XQ3I,L0Q7G,3.61
LT4PL,JHOKI,62.19
OTJ8K,7A93V,67.50
GA2KM,O1HFO,11.80
ARP5B,H63AH,6.65
E7ZIX,GC7W4,3.11
7VXSX,73DLP,26.76
SM6DW,HNEAH,3.96
FZ7MC,6CXL1,24.18
HD7HQ,T5SKF,86.54
WDHQ0,3MAEG,31.96
ELY0G,QVTWX,147.77
CLN6W,1AAWZ,1.98
JLVC3,SX2MX,58.86
B41K6,GWOZ6,19.14
ZCPMR,TGD63,15.21
K3MSA,D81SH,29.72
THMZ7,XB875,98.08
CSW31,2HYX8,67.59
QVRV5,M1E95,9.36
6HCGW,GG3Q9,13.41
S9NAO,X48GD,71.70
OTCZF,ZK7XR,24.00
WK1QW,JAI27,28.42
CWXJ2,2A0ZI,11.22
F8HFE,OCHUA,34.58
AQB3J,Q92ZP,102.62
EYN2Q,E6P1P,93.75
JBC33,CQNTJ,12.36
0DFE3,ZZB32,31.52
DJ9Q8,EITCI,128.31
UAJOI,7YVDP,8.10
E2YXB,DT6UD,4.10
JRV1K,7LHC4,38.88
R2EGR,835XY,38.08
GZTJP,9SOGV,7.17
BEQYB,IPZV4,57.20
3XQ4G,W8L4D,75.70
IKRNK,90SY3,20.70
U8OHU,JT7T5,115.76
9L54W,CVTQ3,18.24
XFPZH,8EXHH,0.99
N25U8,YFY9D,6.69
9R8KA,Y7U05,10.55
PAYC9,ESAU1,102.14
CQJP2,V42S2,36.20
345P5,SQ9U0,27.30
TAV2I,V4EXN,18.84
D82X2,G3FTG,19.47
ODCSN,42T2A,18.96
2P8UK,6C1KS,16.74
STJPU,VKBSV,2.90
N005F,LDWDS,40.59
MEDC8,DAB4U,114.44
77DVH,V523A,16.72
SWQQY,981QB,8.08
AL9D3,0ACTP,7.36
I29NW,QR9EO,103.33
WJNCS,DAIIB,17.10
F5FCP,69XF2,45.90
HY7B2,FE65G,197.45
JLMJU,Q3KD1,8.88
OIZD9,D9XJB,58.19
A91V1,7OCRB,73.29
NUQKP,3B15G,35.58
8YNMD,3FCQR,28.00
4IOJU,2STAG,200.35
M1GIG,139CH,43.68
9DGGH,UQNKM,7.16
Z7603,BBPC7,77.40
ENA0D,OAAU9,10.74
4HVAK,IMXS1,46.76
FXLJD,ZIFVY,12.90
8WQC4,IEVTW,12.90
58JA4,DSJJJ,27.28
YSM72,SESTS,52.32
JLMJU,7Y0KD,89.10
7GHDS,54LC0,1.25
DE4NG,3Q62E,19.10
6Z53Z,NEAKE,7.90
HW0BX,GVJLV,15.80
GJX6J,H7VU8,62.43
YA68B,D6D3F,21.05
LHUHG,WN01Y,13.56
R5JQM,WPBHD,6.93
18IO7,S3A6B,4.08
9Z7Q2,RS6Z7,9.75
QXU11,E57Z6,7.92
5CS8N,H0UWU,5.17
6DZYN,EF9K1,37.40
VBDO4,T06AC,22.64
SM9YZ,O228T,6.63
Z53RP,59F5U,46.60
0ETHD,2K7AH,60.00
NNN0B,1264J,60.60
OLH8X,WG3X1,247.49
C91KX,J3EXQ,74.28
4FR69,D6KN7,18.54
72KWB,YWLVK,70.69
JC89U,QSRGO,255.62
Q9C83,9JAT0,19.98
WUR65,W74HV,73.76
22OUO,TBY22,6.72
32U0K,I38X3,1.98
DSLHX,E909M,17.60
NMNBE,M3544,15.20
9HPAS,CPV91,32.82
6YW9B,FGQNB,137.76
YEZ0K,PF6T6,41.67
Z3TDQ,UE0IY,18.66
D055T,5COLJ,93.02
K4W5W,EFMYS,43.65
O1XUH,6MYWT,12.80
S0C1U,W6NJK,1.98
ABZUG,A1FAM,7.70
UNWNQ,G01SD,131.94
QQ92M,5LTMJ,28.14
K1U9E,099FC,29.37
11BJ5,0W1KD,201.03
0AOUH,YB7L3,10.84
9MFPK,5C8T2,204.38
97OQ0,VH879,247.12
ARRQH,M72EQ,33.32
TP410,1J6F7,284.50
G4EFF,VQ8D2,13.92
IBWSH,XQT5H,131.40
5LZI1,W3TQS,12.74
S00SO,OIVRJ,13.04
Z3TH1,3U427,21.34
29I41,QVPQ7,141.54
QMICH,5BWVY,3.10
A01TA,N4C1O,54.18
UN1E7,4U6L5,53.72
B64DW,Y6379,56.52
NR6GW,CF4KX,1.55
PE6UJ,7YGFT,71.44
PR509,C36YE,51.25
1JZP7,UAGYD,51.90
79YPO,6UEV2,50.91
24MWV,IUKMG,9.31
NLXE6,K4JV7,57.30
73X9S,Y1KDT,60.70
W0V3C,XR0Q7,44.85
BQHN5,OCY8K,28.14
0BKHG,9I0A4,101.80
TZ0T4,4HX66,45.57
KQRLG,5XSGZ,16.72
4CD2W,3W0HF,22.60
YSQII,4STY2,72.36
1QDY7,GCBZM,106.60
ZD5L2,MYHG9,72.31
40Z8F,ISJ95,44.19
6V6E2,YVI2B,23.65
WJKQE,BEYKB,54.50
ZV95X,Y90HZ,12.54
ZEUSY,G5IQQ,37.90
9TPRV,0EBQT,41.16
QSE62,BG87O,14.28
F2ET7,65H9T,30.70
01D4U,H6RBV,18.36
WKRDR,EM2GQ,66.12
CA9WO,HXJ56,186.86
9IHI8,FOAQV,12.44
93V03,NZBAJ,13.58
W22YK,294LD,551.52
971NU,WO8L2,91.28
6PNEP,WF3WT,25.20
HUG7H,VK0WV,74.40
4OHC8,T5ZAS,35.12
0FS6I,4MM7T,2.97
WOSDZ,H8BIX,57.49
NF64B,9MLF9,108.82
VMX4M,84ZSG,54.96
NZ6RH,BA4JS,78.19
1PUAD,2N5SP,107.50
0JPK8,ZQ0YW,127.80
D0YRV,F9YC2,34.24
7GXI9,UKGKL,22.08
9319P,PI8KE,7.60
XW3N6,26DAP,100.42
E40DO,JGD48,25.88
F6J7E,D3CJZ,24.60
7SU6I,ORVTH,45.84
FFO0T,O273J,28.50
SIP74,E0VFX,33.53
0Z4UM,RHA34,5.94
ENA2S,A5VPK,80.78
VL0WF,2GPEO,36.87
BWV6H,2PSTL,21.78
SX8CZ,UCT8Z,109.37
XSBPD,I3CWX,141.42
Y309F,C5KYD,26.65
5SPW2,1HRUI,31.85
6KOD5,BTCAB,160.70
P88X5,IIW1H,40.98
RAWXO,H0VXU,129.07
1DWLQ,MLVIC,22.40
RRZQK,BTOJ6,62.86
3MODL,KD9JJ,51.06
W35U4,BOMF7,55.81
S4QAC,D3LKN,5.78
D0WYD,YLW96,85.61
NTZK7,6R3QG,8.56
3Y83L,2RF4E,12.44
YEEDV,RPUDT,36.90
FFZ5Z,IMA8S,44.19
R56RL,7ZX4K,8.46
63OOQ,T9J9O,54.94
D1986,ISADE,117.72
7WH7M,OGJKY,37.74
ECGW0,R6Z4D,40.90
D1986,575JY,129.42
K9Z5H,QZA21,121.14
RF0D5,JVMGL,6.44
N1BF2,EB2YM,6.80
FFZ5Z,ABWS3,6.08
YQ9UC,7FWIX,139.57
GPIMB,0IMZ1,4.45
YIENW,VR29Y,37.26
JABRR,MR3WP,34.86
LGFSD,ZY3KX,49.60
O139N,6LFGF,91.76
HMYF3,TKN9E,0.99
JAWDY,XPF0Q,50.87
NYHZC,N53J2,5.94
OF8DS,LNEFF,68.04
Y2VUP,1UU89,13.32
SPS4B,KLAFT,123.84
AXDVR,L9HHN,70.65
V9T21,GT6TC,210.56
31BAD,71JWC,42.00
POVZR,RSDV2,10.70
0JGL0,EXMUS,23.48
MW6GX,QIJ5B,21.00
2CQRK,6BZXC,35.16
QBCUO,VGDUR,42.56
JDXPX,11UCP,120.72
UY77F,1CYWS,143.34
QW2XN,CFKP3,9.08
QTJW9,XA0VR,40.00
H529K,PWX9Q,2.97
99B28,C9DFU,10.56
12UQM,WMYIO,18.89
DS39Q,T5HV0,15.48
58Z4Y,5MDO4,70.80
MPL6N,AQ0IZ,13.80
0JLQ0,HDWI4,39.72
9EIE3,K72UI,59.44
AS6Z3,L85DS,43.54
9R8KA,VD7AC,60.30
LMAWC,PTOGH,75.70
REQXN,52JFI,166.23
1FE9M,QSOH9,411.60
92GOK,7XYDF,21.91
XS3NW,OM3RB,15.60
MPW9X,L2SMT,3.11
CVQII,LMURL,62.89
JNF81,KDACO,109.95
GD17A,D1PHC,2.98
SO8QM,LJK16,21.87
B1ZPP,PSAUJ,288.48
Y92HB,7QIAJ,102.39
LGJAP,YUUS2,17.02
7AWU1,Y4QEQ,36.95
TP26K,K4YZ9,132.40
4QZLM,0PNVA,25.75
4LM00,3HJ85,44.73
WI3Z8,YH0IA,70.72
13D76,9VUDJ,8.04
6LWQA,PWVPH,24.66
P4PYR,YIHFS,113.10
NN4YR,WRPJY,215.37
DLM16,D2WJA,5.75
B64DW,LKDL8,4.20
RIB2M,MKC3L,7.89
ZHL7U,WOTH7,20.52
NGN4Y,OER0G,2.10
NM40A,XFEPU,29.76
4HBVA,DVPQU,304.44
FG43O,O9RG0,65.10
KCYIY,U2MMG,42.39
9319P,VAAZT,12.18
TJ28B,E0EJV,13.72
EKVQN,2DRZV,130.82
IRSEU,5JDWV,16.23
B64DW,YKZ7A,15.92
TP0RZ,ECK5E,29.15
D917L,JD0VY,0.99
AGZQD,KPK4X,33.10
V7ZPX,2YYDK,63.00
N3XHN,7TD7K,23.67
HD10V,CGF9J,14.96
PQSG3,BWU52,35.30
7L6YL,PFI73,4.86
K119F,5DUHH,38.22
8EJ4I,IEQN6,6.93
QT2UT,IQ8BI,8.90
3FUSE,M0AZT,10.95
XMAC6,OV36X,45.80
TXQUR,YX25C,12.50
CNIL3,8D5V8,214.50
OXGSR,L0D7T,10.42
M99IX,JF78T,24.44
WJKQE,M15YO,8.33
QR8U2,KR92N,18.34
2L965,U1E5V,140.31
4PPLM,PSBHX,8.03
R73WT,XZQ6F,6.30
FFGM6,3UBJD,3.08
TYTXT,9GQ1P,16.52
PXCTR,O3GAW,28.00
HMYF3,LZBW2,51.59
CUCQF,535WO,109.20
OU5XD,5628Y,24.57
VK3RS,HBTNE,125.90
Q4CAC,GEF9X,39.60
UUG6I,Z8YW1,101.88
81ACZ,F3DP7,184.91
3Z8YM,0O3AY,32.16
4PPLM,2QE4S,75.20
I8SUU,82MFG,183.40
N0J25,EADZD,28.34
O4WTK,6FVE0,143.78
6895C,MYNFQ,51.66
YWZDX,7CSUW,28.90
V3ZCW,T0FJU,47.50
KBV9N,UZ1YX,38.10
PQSG3,8M5OT,67.59
QCU4H,HBD7C,13.17
YGXF1,8WR7E,61.30
OV4NL,7X78Q,6.98
L6BWX,78UU8,69.22
3MBWB,3WPB1,9.90
XFKE3,7W3VI,81.36
EIH2J,8EYLY,62.64
BIWA5,1YJ93,63.60
GUK5T,MWCVU,5.94
XCPVZ,G6BT1,716.80
7C18Y,1T9ZL,6.17
H3DB1,DTTV8,19.72
83609,D41QL,5.25
5EL4S,799EB,94.32
JU4V4,5EHCZ,65.84
FIZKN,XD7TC,18.44
C325B,MIVQG,96.90
MB34L,7TAU1,41.28
OD7BR,PWIJY,9.78
494VG,P3PD4,7.76
VMEXG,YAMCM,24.36
J65PF,2L8ZN,92.22
OFR4D,I4P41,103.42
H3O1X,5B4HO,185.70
I3MNH,UVSGF,54.36
K611F,M33T5,54.76
SBZIV,3Y5A3,31.79
A0MW9,TJ2OI,19.88
UN7D2,S2FYP,27.02
F6J7E,ENHRW,2.85
2KYNQ,ABGF7,28.98
B1OU4,8WLBG,49.02
3NNF7,O60N3,45.70
X681P,Q50QE,3.57
CZH0H,RGCVQ,164.72
MCFNR,ELMC4,3.19
8EYYL,AAN1Q,7.70
4OAFQ,JFTWO,14.83
O4ETP,YAKKP,28.50
