shopper_id,order_id,item_id
FPP2X,W5ZMX,LDWT7
04H5M,C5762,ZUPOR
Y6A6U,16M80,5JCTU
A4BR3,3NVKE,W8NA8
A4BR3,3NVKE,VMTU8
A4BR3,3NVKE,OFLF2
A4BR3,3NVKE,GFWSM
1ST9R,RKUQQ,02163
13W4B,XV8NT,EHJDI
13W4B,XV8NT,CSXOA
13W4B,XV8NT,4OSIH
JJCOW,WFHCE,QAZCH
DVVFS,HZ49L,QV0HG
8O0WG,84MY3,BJUH0
HW4LH,MN24B,4PZ5L
67LDL,ZXT03,102HB
67LDL,ZXT03,GO60R
ANJMP,NGJW9,BAUBQ
WTJMD,9D36Y,JS6L2
2Y183,O7MBS,8IDB2
2Y183,O7MBS,3X306
VIUXI,CKXV4,GE14Y
U3S47,CYT0T,4I02U
6YJBM,RJGVE,NQQPP
6YJBM,RJGVE,NZ8VL
E98WB,896WU,MUTN7
BSWQN,EQNQ3,URYJ8
58Z4Y,9Q0AP,H7LZU
7NH4D,5W43I,GEE7O
7NH4D,5W43I,IFD5B
Q8ZPT,8H4F1,QL6OG
UAS84,4Y0P0,Y49KG
UAS84,4Y0P0,VXQM5
V4O3W,W6YUR,J1MB5
V4O3W,W6YUR,7ZL2A
ROZ39,23OTK,KAVUL
1QK4D,AW2Z6,IUHK1
1QK4D,AW2Z6,4LBKS
NJ1VR,NWW9L,BLTRR
OBK9B,QLQXU,RA4OT
ZB1G7,A4ULA,E5626
ZB1G7,A4ULA,ZS206
ZB1G7,A4ULA,EVPFJ
VDCQO,U63L7,RN04L
9VY80,95TDA,SZC8T
OWDJI,M2SGX,UVDXG
OWDJI,M2SGX,N7RZI
OWDJI,M2SGX,9R3V4
6DW6U,J97ZK,NV4ZI
49949,0ADPM,8BYCQ
49949,0ADPM,Q66GU
TGLRH,WEPZK,GPGII
BUIDR,L4GLV,J1B5Y
UKPH3,YJ8XC,Z03NN
F7RX6,CW4B7,SEQ0T
7WK8W,8IEUH,PG1CM
7WK8W,8IEUH,ERQLV
7WK8W,8IEUH,UHM5O
X1IIA,1JN1D,6SF7W
X1IIA,1JN1D,D9TNU
X1IIA,1JN1D,A6TAJ
5WPF8,H5CQM,6SY7Z
J8RJA,UX2M3,7U82D
J8RJA,UX2M3,N8S33
V1IGF,C5M2N,4LR7O
V1IGF,C5M2N,WKWPV
LMFUR,W2XHN,DGW5P
LMFUR,W2XHN,FFKTV
ZH11I,1IMBV,UQVAO
CPQEB,AYA4V,VPT25
0CZE6,SYTFB,NO97U
GA7ND,4HJBO,TQRFP
PLLM6,V2JNE,ICOBV
D6WUG,MGAHL,GH5BK
DVVFS,0T3XG,H4T2W
DVVFS,0T3XG,SBKYY
DVVFS,0T3XG,I0YVZ
WQFU4,LTTQH,09CQ1
1ZRV6,ZFNL6,GZI3V
1ZRV6,ZFNL6,1CL37
1ZRV6,ZFNL6,QH6TK
96DLQ,QZL0K,3WCFA
9MHZK,YMFV4,QPG3P
J0O6A,37X5M,PGDKV
J0O6A,37X5M,G7PO1
8VJJL,Y2F09,K67R5
8VJJL,Y2F09,FHHQI
8VJJL,Y2F09,4A6B0
53DQU,03QJ6,2BLO9
53DQU,03QJ6,63LB6
53DQU,03QJ6,JJZK5
U3YPO,KIXVC,89FBJ
U3YPO,KIXVC,MSNTG
5MYL2,QEA8M,RTHWL
5MYL2,QEA8M,7N67O
IVAK8,Z35OZ,TQB3C
IVAK8,Z35OZ,2MGPD
IVAK8,Z35OZ,YRY5O
J6W0N,3YPSR,YPSF4
6U497,FSXXB,T7458
E42JX,LLU7I,4QOS2
E42JX,LLU7I,FD054
NTJ7C,LJRXF,16I9Q
7WK8W,ROL1W,13LE6
01D4U,R4CJW,Z2E8E
XSE5T,QI9FJ,EMP52
XSE5T,QI9FJ,GMI5O
QMOR0,VCXBI,7OGM6
QMOR0,VCXBI,2VJP1
GWPT3,F2YW9,HOQN9
P9FXA,QMAKC,9DO5M
6U497,E7BZF,V44T1
Q94DA,QL9TR,AYAY7
Q94DA,QL9TR,EX4IA
KB8R8,F7BED,RRV32
DSV00,HVD7E,EJAJN
SS2K5,0IYJN,SSS3Q
VDCQO,5R221,P9RTI
VDCQO,5R221,DV8SH
Y8RD9,OBLAT,JZ61E
Y8RD9,OBLAT,ZDKFI
FGHGJ,YLHGE,78XB8
ZMABB,AD93U,LMJYQ
ZMABB,AD93U,I8QCJ
ZMABB,AD93U,71BV0
RP5FU,WRPXK,3KBG8
FKII9,ZMRG5,7I6V0
6WO13,TTTYM,WSI7K
L9T2C,1NTHZ,Y6JYM
LCPS9,9X8EF,LJBD4
NN4YR,KZ44C,67RCA
8I2TB,L1355,5RQMJ
WQVIQ,3GQPZ,EL5YG
WQVIQ,3GQPZ,20GE0
9CS1N,P6EIM,MMUWJ
Y2A63,SL6QW,90EY4
P1S6R,G7ML8,T9FUS
CHAIU,ORD2I,EPIJD
CHAIU,ORD2I,VIT6V
6OZK4,P0ZP5,2343A
VO36E,1I5H9,O3ZYI
DLM16,PNQ8K,J0WTC
EHDIC,P93HX,VQ8P7
EHDIC,P93HX,EM13N
EHDIC,P93HX,SSMI5
ZDHL6,ZJHPP,9FMXY
0FS6I,460VL,NVXJ4
0FS6I,460VL,ZR2MY
0DDBE,1BED6,T4PDS
0WZ0J,1ALQV,WHM6R
0JI48,5RB9G,3YATG
IJPJZ,V9263,5PJOB
IJPJZ,V9263,4IFUH
SF3PY,ZY018,TC25H
2PUAK,FNYE1,Y5Z7S
XQ4LX,TB5F3,AGFKW
XQ4LX,TB5F3,GBVN9
0GW2Q,3K4NT,SW56I
AZJ9T,BQGBD,S0IRN
AZJ9T,BQGBD,J7GNJ
5JXC0,895RA,J0BD6
GYNJS,O5OWY,HJ524
YUQSE,HV3J5,EGULS
YUQSE,HV3J5,MYBIP
YUQSE,HV3J5,4RTBY
YUQSE,HV3J5,SD3B2
YUQSE,HV3J5,3KBV9
YUQSE,HV3J5,Y3QFC
YUQSE,HV3J5,6AI8J
IJPJZ,BP09A,G3B14
IJPJZ,BP09A,ZB3HX
2G3DE,Z0P4N,3S9RT
2G3DE,Z0P4N,UIQO6
DMR7G,K2H8K,NAGXW
6XW8M,8ZAS2,QXEAQ
723LL,JDFNM,8TDJE
FDB35,O9UNQ,SNBPZ
FDB35,O9UNQ,RD265
FDB35,O9UNQ,PTH7D
FDB35,O9UNQ,UCII0
FDB35,O9UNQ,OL6FF
FDB35,O9UNQ,N0R9M
FDB35,O9UNQ,VJ71R
76ZGA,VBY8A,3JKTU
76ZGA,VBY8A,QD0YE
18CPE,MD7LC,UYXQ5
CNPV2,Y1SUY,V9QLO
CNPV2,Y1SUY,MMK9G
F3VXL,6MR5G,0J0PF
V3QGW,60NS5,07P9G
V3QGW,60NS5,0ZGEK
53TW2,XY9SS,BVHJE
Y2A63,AZ94K,PX8YP
Y2A63,AZ94K,CQOJQ
FGHGJ,YCLQM,03IDR
ZHL7U,I7WCG,HZRI7
WEHL2,6JSB0,OP5Z9
WEHL2,6JSB0,CSTTQ
WEHL2,6JSB0,7HWNU
WEHL2,6JSB0,FXNUH
WEHL2,6JSB0,01F5H
B64DW,J0JAT,GDJK2
3JYV6,6VAVC,4EF25
708R1,NYR7T,09XW8
J02XH,MU8PA,28EPP
E42JX,272VN,F5EHZ
OWDJI,DQIAA,GZOAH
OWDJI,DQIAA,4YFXL
HDSGS,05W9I,O1S4C
FDB35,KJ5LW,6D98K
7P6RO,I7PVQ,0W1Y9
YUQSE,OUZFN,CPBUG
YUQSE,OUZFN,IKGZP
YUQSE,OUZFN,5PLSQ
YDLFY,SJ6MB,1DYLH
YDLFY,SJ6MB,VAQ0Y
2KFTE,Y61BO,7ONNO
PVD8S,V8AEH,MFX1A
PVD8S,V8AEH,7VX1X
WFI6M,8GD0A,DKRG1
WFI6M,8GD0A,YQ98N
VAVGS,3GW3F,2NRGU
VAVGS,3GW3F,G1LR2
VAVGS,3GW3F,CN5XZ
4L1F3,7A5DH,5C6CO
EYJ2E,X7QN3,T60YZ
QONFU,2KSJQ,NBXTQ
OSHBE,G917O,CC8IU
BD8T1,QE30F,J43RX
F3VXL,MNYNU,J1C3A
F3VXL,MNYNU,43IYN
53JXE,YGVPH,1R1MT
ALLL5,3OE50,WLYII
ALLL5,3OE50,CUEKM
JVN1X,ZVJGI,54CT5
SF3PY,WQP9S,NBY8U
2G9J9,BQ84A,EUNFF
IJPJZ,0RYX1,TM37C
IJPJZ,0RYX1,EOP0N
XCOZ6,R27R7,DG407
CVTAH,JYEUU,FOT2O
I3NZB,VZNVI,IPCVC
BD8T1,R3FIO,32HLZ
DSV00,T4HOG,CNPCZ
UQUWO,8LCHY,667Z4
C0CRZ,S4EZ4,3D9GH
MRCZZ,QBM4K,V30H7
ROZ39,BE93A,3SINR
A24B0,GTKMN,94199
49949,UOCH4,RSHII
M4XIF,L9EW5,X25HF
QFT7M,Z3VOU,3YTI9
QFT7M,Z3VOU,ADQJH
I3NZB,FJMVO,AD1RC
ALLL5,PYMLN,TU0YB
ALLL5,PYMLN,C57AX
QMMWD,M9MKA,IPCOK
UQUWO,MN7BW,8QU7L
8JKF9,AF1G4,0KFQA
8JKF9,AF1G4,P0B0T
VDCQO,NOK24,I59LL
VDCQO,NOK24,3UIXT
BRACZ,AYDO3,2X322
763SO,NIQ6I,XRU5I
763SO,NIQ6I,2AO3A
6ZNYY,CAKQB,27ETX
AVLMD,ZLYHC,2WG24
TXQUR,3VY1M,SN0EU
1N1CN,8GLA3,21UZT
KI7S1,UYYSR,N5R2P
KI7S1,UYYSR,J8DTS
KI7S1,UYYSR,GWLUN
KI7S1,UYYSR,OVH31
GA7ND,UO77Q,A1ASY
GA7ND,UO77Q,CLRM3
CVND9,QJTJB,XERAQ
8FPQT,MW5PV,K4HIP
8FPQT,MW5PV,376CN
TYKGO,RA88K,LICEM
K42O4,FR3T7,V1AI2
GD17A,5G6MU,4XTRC
16YH6,Y27R9,6Q30L
18CPE,7DUPK,010QE
SZ01Y,93SE0,FRZCP
6DW6U,10ECT,PR23V
6DW6U,10ECT,TZNYI
6DW6U,10ECT,D16ZY
6DW6U,10ECT,ZKH1A
6DW6U,10ECT,T8L35
6DW6U,10ECT,QUEQV
6DW6U,10ECT,BNZNO
1GGMN,Y0MVT,8FAJ9
C0CRZ,7T9ZN,F2IEM
13W4B,U9QZA,5LMFL
13W4B,U9QZA,9EMDJ
13W4B,U9QZA,IZA58
3E6EG,LW4Y1,OXZV6
HKQJE,TAG1W,ZA932
B1OU4,TESTL,8TKRU
B1OU4,TESTL,XPKCN
XRCX9,URLCF,9E5QU
XRCX9,URLCF,4W860
XQ4LX,0ZSOU,MSI4F
XQ4LX,0ZSOU,EZANA
S3DHH,XFFP1,ALIBR
S3DHH,XFFP1,12EEI
S3DHH,XFFP1,E4BJY
33AMN,257BK,EOI5D
QU4A9,5423F,3HOQI
QU4A9,5423F,0FVIA
YN3B7,X2GSQ,QVB6G
YN3B7,X2GSQ,OFXVQ
VOMZD,S5028,JOITT
VOMZD,S5028,A3TDH
VOMZD,S5028,RXGBX
0TWYI,CE80M,MHNEW
DHT4W,A98DE,2NQSA
28VDN,JUGQU,NSPEV
KEE02,QPRFT,X36PM
KEE02,QPRFT,EF1YY
RSCP9,I79AF,OT1CB
RSCP9,I79AF,QVXBI
AF94P,AWE8K,OYRXK
JLVC3,Z1ZZP,UXRNS
MX4YW,T252M,MKD7U
7RVJN,OA1SB,CPV0X
OOHUA,LEUIV,VFFRL
6U497,RBCBU,2PE02
BXCKT,H565G,90H5R
BXCKT,H565G,XJ9JB
BXCKT,H565G,GT942
4X86E,YHE85,V1XZY
28VDN,WLA36,9HKHD
KXAQM,57CMW,IH31F
OFEN9,0UT1G,HJO0H
1IVOT,B8537,XIU3U
6WO13,FISUN,TRI2B
KS373,ZFI2Q,T4GEP
P7GNB,91HIG,8Z5ON
P7GNB,91HIG,U5EDG
R9YLM,RAHOH,3O7UK
KEE02,8A35Y,EUO53
0DDBE,TK9S3,00GFM
0DDBE,TK9S3,L4N5J
0DDBE,TK9S3,JJDYT
WJ8LW,TMG56,T9G20
WJ8LW,TMG56,SNEFE
WJ8LW,TMG56,CFC7O
83541,VV41C,QMKWA
MRCZZ,EVE3H,ID9RO
1UJX9,AZRD4,JEN55
1UJX9,AZRD4,6XW6B
1ZB21,0FTA3,Z8T1U
83541,HTH3G,1WR07
83541,HTH3G,55YN5
LCPS9,2LITG,QG1GO
8O0WG,IQE7L,MW3PR
HAAGO,35XI3,KR41E
Q7W81,KAKF3,9FL0L
Q7W81,KAKF3,B9SGG
Q7W81,KAKF3,6DIOZ
9R28N,ZBMOI,05O46
J8RJA,MMM7E,G0AG5
J8RJA,MMM7E,9RMAL
NTJ7C,BM9NE,GRPA4
NTJ7C,BM9NE,TZXXF
9N633,1EUI5,TYIKI
H3I7V,XAK94,RQH1A
R9YLM,OD6D1,6LXG5
R9YLM,OD6D1,CM8WS
Z0D2C,65JLQ,OHX4Q
XD7BS,S8JSB,QVQ2L
HKQJE,RA8DL,9EN86
HKQJE,RA8DL,SMHQZ
P7GTN,S0C8B,AQBGC
763SO,IBX6Y,U0RSH
RF1QJ,BZM42,THWCO
AIS2H,3NWO5,2BXOZ
AIS2H,3NWO5,P1N8T
AIS2H,3NWO5,4HLV1
A9FZY,Z0FHS,24I8T
ZN6KL,QLWQZ,CIV2A
ZN6KL,QLWQZ,PVRUE
ZN6KL,QLWQZ,T4II4
X2MYO,GCSVH,9CDBW
X2MYO,GCSVH,4MCDS
QFT7M,2BYA1,DGJ51
3CI1F,ASYNO,CE5AQ
MH5MG,5RDUE,J4E4J
V35TG,8FKKJ,RCP0O
VIUXI,SI0AY,ID0YI
KYDVM,LH8AJ,044KM
FIVIA,0UHKI,6ATOL
6VW4T,08W81,V9DIM
RHSD1,PS90X,TN57O
IMXGC,PAXIY,TTGTU
3CQPI,NOTKY,07GCT
3CQPI,NOTKY,L4Q0T
PSNKL,T9G23,CG4SQ
PSNKL,T9G23,OQ064
PSNKL,T9G23,5X6QE
QXM28,Q0GVL,3HR5U
763SO,TRJWE,N9JKS
CYNR7,A8PMT,FWRAJ
PETYC,RVZQF,Y6PYT
0N7B6,JVNJA,LF826
U3YPO,60QAT,JEZRL
QU4A9,CNGWO,M7489
QU4A9,CNGWO,NFU9F
YUQSE,PRRTX,KPBXO
CNPV2,QCIU8,CODTY
CJUFH,SBEBJ,MES2Y
6WO13,V2WR3,HPEV2
6WO13,V2WR3,U4JZO
V4O3W,L873A,GFQ39
V4O3W,L873A,JSGA4
16YH6,6FOYG,4QW54
16YH6,6FOYG,F6T1P
16YH6,6FOYG,OQOIZ
16YH6,6FOYG,T2EHT
04H5M,ONFGU,BZGCJ
04H5M,ONFGU,VMAY4
U6FGU,BYDCB,LCRJ6
9R28N,4K0K7,PVD3P
QWWXZ,MQG6V,NEAGG
AZJ9T,R17B7,BHD50
GVRDR,2SZ2W,PI1NU
7LRLH,X5CFR,3MQJ4
7LRLH,X5CFR,WQFA4
IANX5,XB721,PH3AN
IANX5,XB721,TE4BY
5IIYT,YQ2US,OMMSF
Q8ZPT,ZYVEF,BFA2X
Q8ZPT,ZYVEF,H3P3Z
MQD30,YSJH1,583C3
ALLL5,9VDBY,2JRYI
ALLL5,9VDBY,ZVT2Z
ALLL5,9VDBY,1YW98
QXM28,01D2J,1TQI8
BXCKT,YDOZ6,CNV8C
XQ4LX,SZYNP,E9VQN
Y7N2U,4ZQTZ,3WIOH
O9T0E,O2JVI,X40PT
LI1MW,9K7YV,3CV63
0JI48,42ZJ1,HHVGH
V4O3W,HL01V,OA4P5
V4O3W,HL01V,6WYDU
V4O3W,HL01V,ES0KQ
V4O3W,OHRLV,485VO
18CPE,OR4DY,L3K0V
BQMU0,F5AU4,72NGF
QYVI6,W2RER,CHHLE
5XRCJ,OPXWY,SAK5S
5XRCJ,OPXWY,EB8GD
LI1MW,NVTC9,Q5F87
1IVOT,6TUN1,5QFAV
1IVOT,6TUN1,GDU2N
6Y9PG,ES4PG,P722Y
Q9IV3,EO9RV,AMOLH
Q9IV3,EO9RV,AMN96
CNPV2,QUYIY,E0LWB
CNPV2,QUYIY,GJ04D
CNPV2,QUYIY,2MYZL
CATKZ,EZSFR,X9A64
1LADY,QKXZK,DMBLR
RUQ46,LKDX1,FWQ44
RUQ46,LKDX1,0RM5V
5HHJ1,41M8Z,7B7ZA
CHAIU,55E00,SIXSV
CHAIU,55E00,UPK3B
CHAIU,55E00,5J2GR
CHAIU,55E00,32RQX
CHAIU,55E00,7RHID
BRACZ,ZTUY6,H57MR
4KG04,CNKVN,8H5YH
13W4B,F8Z1T,400OR
7A988,N3JRK,3XTN2
VT1F1,FU5TL,0L3C1
VT1F1,FU5TL,JRP96
VT1F1,FU5TL,FHMH9
UZ5CZ,DE0QK,D1SVH
UZ5CZ,DE0QK,TM49B
ZHTQ8,1B9T3,CAYJY
D4ZJJ,PNIS8,M21NJ
CNPV2,MC01L,G9T2I
U5POR,W1KDU,NGIFZ
2KFTE,IHFQ3,GILW7
2KFTE,IHFQ3,DYL8E
P2D9W,11MU5,ENE2L
P2D9W,11MU5,1AXEZ
P2D9W,11MU5,IEOUN
D4ZJJ,TX15D,Z4J70
3S3RA,TCB5Z,Y9M2J
AU3T5,14V7G,025WM
M4XIF,BUCXJ,SI9KC
T6YDW,VXPNF,0E9FR
1TMXQ,OG436,Y5DRU
R9HR3,7VHIQ,YS6B7
763SO,GRK99,ODV5X
GIQUG,9MXKE,V55QV
GIQUG,9MXKE,HLA5I
SNZVZ,AM7Q9,D07S3
N5LM5,69FDL,YVJ85
N5LM5,69FDL,RUHZN
NJ1VR,D423X,9NQCY
HW29B,TG4P7,DPKQ0
HW29B,TG4P7,TQVBM
9TPRV,0MDXZ,2EMQY
4L1F3,0PQHA,3ZM2X
E98WB,4PWYF,LG50V
ZDHL6,HEFUR,KFUTL
XUCY4,UEDNL,IK7OZ
XUCY4,UEDNL,G5KJV
XUCY4,UEDNL,T57AT
XRUHK,RFVLL,006UN
5RZTU,XCFY1,MYEGT
T3JRZ,SRHVK,EU348
3CQPI,GCMNO,R2ZLD
PJ84C,MF5N8,S7ATB
W697R,C3L8Y,BARDB
W697R,C3L8Y,LFXY4
W697R,C3L8Y,J9URW
W697R,C3L8Y,GGOQF
W697R,C3L8Y,4FGPR
QNZJQ,7LXHM,51QV8
QNZJQ,7LXHM,WLXH2
HKOS5,KVAZ9,70HOM
HKOS5,KVAZ9,BC8I7
HKOS5,KVAZ9,D7H7H
QK8J3,UMPF5,TRRY4
KS7CH,8VZER,UX6S2
OBK9B,1R6PC,07ZX5
GSWLM,WSYSR,KYC5C
GSWLM,WSYSR,PMMFD
GSWLM,WSYSR,9WJKB
WJ8LW,BIN6C,FU2M6
B9F3A,UGI79,JHBJ0
B9F3A,UGI79,A2TCU
1BYHY,BQKU4,RZQOW
JBMUS,CHZUZ,TJISR
0FS6I,QT853,66H7T
C3IED,SBJP5,BIYQU
C3IED,SBJP5,9CS3Y
C3IED,SBJP5,3I9I6
C3IED,SBJP5,TDJ8B
C3IED,SBJP5,1FFAV
C3IED,SBJP5,T060N
KVCPU,RDXQ5,G59FH
WQFU4,9NYFH,Y9HRM
1C6A3,HFPIR,3K2LC
1C6A3,HFPIR,A8VJR
RL94X,PTILR,5F3GL
RL94X,PTILR,NU2ZC
T6YDW,EU5NM,P2S5U
XCOZ6,SYPG1,2FGDE
K85P4,JEUAH,K4FH1
P1S6R,67FC4,IFB00
P1S6R,67FC4,WNJ52
P1S6R,67FC4,SBR2F
8JKF9,RCUHL,87HGQ
8JKF9,RCUHL,QGVL6
KS7CH,VCKJE,4AME4
GUSJG,3L3T6,AI6A0
GUSJG,3L3T6,SEBC2
GS65P,ONPE2,DKD9H
GS65P,ONPE2,ROW4G
UNWNQ,7NC10,RCN1F
UNWNQ,7NC10,R9E68
99NKZ,PQ0TI,A0SZP
99NKZ,PQ0TI,TT8BF
L85SI,CZ7BQ,6ZS6U
GUSJG,PECH3,LG0EC
4PPLM,FU41P,G6I3M
NUQKP,3LNIL,JZXF8
00WNZ,W392P,7GBXY
00WNZ,W392P,6JGGI
00WNZ,W392P,W5JE6
VFJQ4,IKZ8N,8XC5D
VFJQ4,IKZ8N,0Y6P0
2Y183,841Z3,6VNFI
ZXEDS,GVT9R,2JNFR
ZXEDS,GVT9R,0GDMX
2VTRQ,GCAQF,6COEW
2VTRQ,GCAQF,0USZ0
IVCLP,YZTF6,L46HD
IVCLP,YZTF6,4PV02
U3YPO,TMQ89,2JFR9
V3QGW,4ZTCY,ML3II
V3QGW,4ZTCY,CSMZ4
VQLN0,ZM5SG,4W7LY
2Y183,69XAD,KMDGX
2Y183,69XAD,3KGMX
FQFAD,FYDXD,QTX73
2DAER,HY511,KWZG3
16YH6,DTL94,D09OV
16YH6,DTL94,N311W
2KFTE,4SLQ2,D1XHV
DSV00,0C7TV,IR9F8
96F4N,KR3WN,X8KUB
96F4N,KR3WN,VXQCQ
XLXRN,WXSS8,FJ8PP
FBB4P,KJFED,634VP
FBB4P,KJFED,MDRYD
8NXJS,DL1GD,59YCE
0DDBE,GUQK5,ILNKZ
0DDBE,GUQK5,KE45X
RRZQK,BS8IW,QNLIS
RRZQK,BS8IW,XDB4S
W0V3C,N9CQE,3Z9NX
W0V3C,N9CQE,10BFZ
W0V3C,N9CQE,AIUNK
QJD0R,H67ZT,0FS6U
QJD0R,H67ZT,QZM28
QJD0R,H67ZT,SXYYF
AF94P,2I7PK,DLSYM
Q9IV3,FVX88,9CCG4
1ZB21,YGLV5,JLNUY
SJIR7,O69KE,5VR2S
GS65P,QG9HK,YW1YD
GS65P,QG9HK,JI23V
GS65P,QG9HK,QAJI7
ZM96J,XELUW,7J28O
IJPJZ,Z82OF,LKH51
IJPJZ,Z82OF,G58EF
IJPJZ,Z82OF,QIBE4
N95L4,MVFXG,74RZT
IRSEU,LYVXT,ZXAK1
GIIMF,REU8O,92GYJ
DSV00,WS1BW,MGNAH
DSV00,WS1BW,4QNDL
DSV00,WS1BW,D6XKN
KB3CZ,W7DOT,4Q3B6
CYNR7,HI0V4,PIV3G
YHZ34,SBHBB,S6K01
UERUY,R2XJL,BTC06
UERUY,R2XJL,O32SE
ZH11I,8V0DS,TKO33
7E1JE,KMPV2,SIWIE
7E1JE,KMPV2,KHHTO
YN3B7,97KGO,U0D2X
5HHJ1,50OUR,6VF2E
VHRYP,3KLIT,GMAGV
VHRYP,3KLIT,YV70A
LK5C1,X5AZP,MN966
ED0SR,0ZJMA,XU17V
4JXAE,XXOXI,1AX2J
FJ8S4,WUX3N,5MALD
FJ8S4,WUX3N,YD006
6U497,6X6EX,HLZWP
6U497,6X6EX,3GGJ1
STJPU,3O2TQ,SHC46
STJPU,3O2TQ,MSDB3
STJPU,3O2TQ,ALFYX
58Z4Y,18FUW,L2DE5
58Z4Y,18FUW,MSLU4
STJPU,QMICR,ZNNZQ
AVLMD,WNJVS,INDQN
PMM8W,UOID8,B7PPT
HW4LH,EHU4L,RRARX
28VDN,MQU4E,4VCTK
4RQZU,DTF2L,P7ZJB
VTQY1,WCZDN,LLO6L
1U95U,0T41T,50O78
1U95U,0T41T,21Z1Q
8O0WG,Y95K8,YO6JD
BSWQN,NVNMQ,FVNSZ
BSWQN,NVNMQ,K7IO7
BSWQN,NVNMQ,4L0D8
BSWQN,NVNMQ,10JNT
OKNGF,0L6PU,WYVXK
49949,RI2HY,WVFX4
ZMMI9,0FN8J,NF0JU
K3UZB,8CFZS,NEG84
6DW6U,NQJ7O,4IPGQ
AF94P,1QYHT,UEY6Q
C2MTX,COD2R,SOCNC
C2MTX,COD2R,23GPA
96F4N,K2GJB,2BV1H
SIKQI,QPN6K,BXP90
J8RJA,QNQJO,MB89H
UKPH3,N7K5N,QGNP1
IJPJZ,UK3NI,06U5K
IJPJZ,UK3NI,E2ZXA
IJPJZ,UK3NI,6ODZY
IJPJZ,UK3NI,EIRG7
IJPJZ,UK3NI,9ULXK
G80XK,NNXS3,UET98
SE90A,ZVB44,VOBH5
SE90A,ZVB44,PVBHX
SE90A,ZVB44,Q1KX6
R9HR3,9ZTSR,U0C3Q
R2EGR,WFXVL,IS51O
PDDTU,KQPFP,8NOWP
RNZHO,7P3TZ,9LH9U
PJ84C,2Q3NH,PND3A
11IO0,JU4XH,CPCNC
11IO0,JU4XH,KYAAM
11IO0,JU4XH,V9Q6O
PDQKA,NE8IM,7U8H5
PDQKA,NE8IM,9WGFT
N5LM5,PS4PL,ICDA2
ICZWD,CK6QC,U8DXE
RBHAX,5EU89,6F2EB
E1F12,X6DLU,7IUEJ
RUQ46,V8HGL,XDI56
RUQ46,V8HGL,MEYE8
DHT4W,BCPP2,6DL6W
XQ4LX,HC32H,61JWI
SNZVZ,V5ZOA,8B1HU
7LRLH,5JKLW,GNV7T
S8FF2,J5GNB,5G9SU
S8FF2,J5GNB,YQ0EH
S8FF2,J5GNB,3CE7S
S8FF2,J5GNB,YOYFE
OO7GR,BZDI1,W1WLF
OO7GR,BZDI1,LUFEE
OO7GR,BZDI1,MQJKA
OO7GR,BZDI1,PQAVY
HW29B,BMQOY,DVXF6
A75S3,X3S0T,HTB4U
P1S6R,OITB2,59ILS
67LDL,TD5G9,HOARK
67LDL,TD5G9,13U1X
0JKLY,07DYO,94FN5
ZN6KL,WQ0D6,WEZHM
ZN6KL,WQ0D6,57EJI
WTJMD,OV0GG,R85W3
LVFTD,FSFY4,Q08VO
LVFTD,FSFY4,12FFB
6U497,8E09E,GZV7Y
KEE02,8LTND,3VNIE
3JNFB,ZWZD8,D98RY
I3NZB,9Z23I,0N384
1GBVY,X3XZP,E8V08
JCSN0,KHYQK,LXV2A
JCSN0,KHYQK,L2I14
RSCP9,D8NEM,CB0DO
8D763,SYPQM,P4HCQ
8D763,SYPQM,YTDA7
KP5NH,TIBP5,HBKSQ
KP5NH,TIBP5,B2DML
55RP5,HF4A5,B1AFP
RF1QJ,GXD4Q,SX6ZB
RF1QJ,GXD4Q,M914M
MPSWT,URY04,KOAI1
MPSWT,URY04,CQE5F
MPSWT,URY04,YRS7Z
E3GNS,WIPLI,FU8D3
3SXSU,JHDB6,PGF8P
DRV2O,11JOS,FS3YW
ROZ39,LTLJH,N8Y1Q
3S3RA,XI6UL,H9CZ4
3S3RA,XI6UL,9MM6K
KY1VR,WU0M0,HRVUL
MX4YW,YAD3G,YBR3K
RFPMM,ED62F,5PQNK
2AHQ9,A2KYD,OSU3E
V4O3W,8NJ9R,EPU44
0GW2Q,WHDIV,XBYNP
0GW2Q,WHDIV,MTSNP
E27EG,XKFY0,250T9
E27EG,XKFY0,DRGZ6
Z1A8R,M1HYH,50NPF
Z1A8R,M1HYH,QZSLR
Z1A8R,M1HYH,P8A5Z
Z1A8R,M1HYH,MBUQ4
YDLFY,OM66O,LJ3MF
ORDVS,GLE7O,3625F
ORDVS,GLE7O,BSSPV
ORDVS,GLE7O,CUHZ2
3729Q,C2GNO,7B4U9
O8RUE,ZSMIV,ZN2AB
MPSWT,B6QU6,5PQMW
WTJMD,EVJ4U,NEGGB
YUQSE,CHKMS,UMMGM
4H3OB,ENUX7,X5NZU
5WURH,83O16,9X52X
QXM28,3N1FB,OIHPD
QXM28,3N1FB,48FCO
NTJ7C,99S2S,OHDUB
LI1MW,B0C2Y,BE421
CPQEB,RG5FA,5D7VS
CPQEB,RG5FA,RUO0O
IMF2R,9ZWTU,7GR49
IMF2R,9ZWTU,WD3ZJ
JIKCP,0U9IH,KFD84
QBYZ1,CEILH,XG37F
FOQZV,VQG8R,BYO4R
FOQZV,VQG8R,UTDVE
O8RUE,5NBA6,3EOSZ
HDSGS,CQMEO,H5E6X
RSCP9,109TF,MLYXW
T4NZQ,PXYH2,ORS1F
