order_id,total_price,time_placed,pickup_time,customer_id,shopper_id,state,license_plate,store_id,time_fulfilled
5O0YR,261.61,2020-07-28 23:25:57,,4JCXF,59IDX,TX,HWV-3397,2TM62,2020-07-29 08:48:44
IOQ27,338.25,2020-07-28 23:30:41,,QICO2,LI1MW,CA,IQN3863,3SYPO,2020-07-29 04:12:35
LTM6I,286.21,2020-07-28 23:32:25,,XLIFH,2UAZO,CA,291 0410,4AOVR,2020-07-29 06:59:45
8UYYH,167.02,2020-07-28 23:57:25,2020-07-29 01:25:37,WC9R5,0IBLC,CA,257 PHA,SCPDY,2020-07-29 03:31:46
92M1Z,185.43,2020-07-28 23:58:56,,LX46K,DX7SM,CA,792 GAA,WEUEN,2020-07-29 04:05:15
WN7P4,27.19,2020-07-29 00:38:09,,BBU3I,J4B39,CA,02G 5769,SYS1U,2020-07-29 03:48:30
76I0Q,25.41,2020-07-29 00:46:39,,AZ0DQ,YSKJW,CA,OYX8763,QTB4W,2020-07-29 10:03:15
H8WL6,8.91,2020-07-29 00:53:43,2020-07-29 01:15:06,0Q13A,EC1CB,CA,XGM Y27,SQOXK,2020-07-29 03:29:32
ZKAWM,13.00,2020-07-29 01:19:05,,O9DE0,GMLU5,CA,372DKR,FIY4K,2020-07-29 05:23:28
M4W1S,8.92,2020-07-29 01:24:50,2020-07-29 06:40:41,DZA2N,ZUVG4,CA,8-88964I,YMX4G,2020-07-29 12:35:52
A5OWA,7.29,2020-07-29 01:28:13,,8X20C,CHAIU,CA,TAJ-309,YMX4G,2020-07-29 06:36:14
04S2Z,106.30,2020-07-29 01:43:46,,BK596,IHK1R,AK,660 IEV,P6FQ1,2020-07-29 06:52:33
RNU0O,52.32,2020-07-29 01:44:17,,3A9T8,HKQJE,LA,1602,G28Y1,2020-07-29 06:25:21
4H7WK,204.36,2020-07-29 01:45:41,,RISDK,VEGI8,NV,73-18124,0K71G,2020-07-29 11:29:23
D6V63,123.40,2020-07-29 01:50:09,,CPQEB,ED0SR,CA,38RB642,7LKQH,2020-07-29 06:31:08
ISD6W,226.39,2020-07-29 02:13:51,,Y6XVK,NN4YR,CA,3G 05944,LXWG6,2020-07-29 10:55:57
24BJN,17.00,2020-07-29 02:36:01,2020-07-29 06:19:59,E5J5A,HW4LH,CA,OYJ8359,4SM88,2020-07-29 07:54:41
TQY3Y,20.64,2020-07-29 03:18:46,2020-07-29 03:46:40,EP61A,PY1D7,CA,921 KUQ,2IMPZ,2020-07-29 09:07:33
R65GA,23.30,2020-07-29 03:41:31,2020-07-29 06:26:19,SK7MK,EBDHF,CA,51J TY7,GBNTS,2020-07-29 09:38:59
6D4HN,5.11,2020-07-29 03:50:25,,DMQ5Z,23DVK,NH,951 6433,0OENH,2020-07-29 09:12:43
PNJ6G,11.28,2020-07-29 04:02:42,,9N9ZZ,5K4EO,CA,SD-5556,K36PR,2020-07-29 09:07:27
IQD9E,25.44,2020-07-29 04:19:17,,B8WJY,4FEHS,CA,6C122,XRVL3,2020-07-29 08:50:40
1SUY8,22.29,2020-07-29 05:19:43,,JABRR,YZOY6,CA,248-ILT,78UQA,2020-07-29 14:35:31
VNJ4S,34.65,2020-07-29 05:30:24,,LQIRO,X4DPG,CA,NLL 797,BOMU1,2020-07-29 13:48:39
HV60A,149.76,2020-07-29 05:36:39,,T6YDW,KB8R8,CA,80W•998,J30MG,2020-07-29 10:46:03
DFOT9,40.60,2020-07-29 05:47:26,2020-07-29 06:13:24,83541,T39YV,CA,2MMC288,SZI3N,2020-07-29 06:31:02
JO9OJ,26.92,2020-07-29 07:53:44,,OOHUA,RL94X,AR,952-GLK,QLAQJ,2020-07-29 14:10:18
2MBYN,51.69,2020-07-29 07:56:22,2020-07-29 11:52:29,MTDSY,ZTMRS,CA,281517,7NOQY,2020-07-29 16:48:59
JCFSF,223.75,2020-07-29 08:01:49,,LEYBX,RQCXT,CA,406 IWL,UGLK2,2020-07-29 15:39:44
XL7ZF,7.24,2020-07-29 08:15:22,,9YU0Y,V4O3W,CA,OGC 921,IJA9S,2020-07-29 16:38:41
PCWBR,17.56,2020-07-29 08:17:56,,7GFRO,S7XP9,NV,6BE4277,CR5T7,2020-07-29 16:23:56
MB3VU,9.90,2020-07-29 08:23:58,2020-07-29 12:29:46,514WO,FE0SE,CA,3-90408P,DSKWY,2020-07-29 17:55:01
RW3G7,6.87,2020-07-29 08:52:56,2020-07-29 12:54:33,57J0S,STJPU,NV,054-CCK,J6HSY,2020-07-29 17:37:32
TEM41,13.95,2020-07-29 09:14:41,,Y5S1L,ZPTE4,AK,898-KYL,O5JJ4,2020-07-29 11:34:46
3TANW,30.03,2020-07-29 09:21:33,,3DF94,P8PTE,NY,6C 42584,R5Q61,2020-07-29 14:28:28
JFCDS,61.50,2020-07-29 09:28:40,,QRX7M,MQD30,ND,78BZ047,KGVM4,2020-07-29 14:24:29
RWXLN,49.32,2020-07-29 09:31:19,,U5WUX,N57J4,WI,545-KFI,2TUXA,2020-07-29 17:46:58
P3KND,59.58,2020-07-29 10:04:26,,YBEG6,3HXMS,CA,XCF2181,70GOX,2020-07-29 13:02:58
Q5T3W,70.00,2020-07-29 10:15:35,2020-07-29 12:20:46,4XIEP,GJWYN,CA,WNI-212,0HKZ3,2020-07-29 16:00:53
A9CUN,66.34,2020-07-29 11:01:07,,P5PGZ,7BDBG,CA,YHK 873,OVSIS,2020-07-29 16:27:22
9F80B,45.65,2020-07-29 11:06:40,2020-07-29 12:25:09,9HAR4,UKPH3,WV,9O 21651,I22U5,2020-07-29 16:18:43
4D7QX,25.65,2020-07-29 11:50:50,,M1GIG,R47CP,CA,814-WJW,UU677,2020-07-29 14:23:22
4H8UY,73.04,2020-07-29 13:16:52,,D00ZW,YN3B7,CA,4C 2Z0WUS,6KNFC,2020-07-29 17:43:01
TTSX1,46.80,2020-07-29 13:20:26,,3W0LL,AF94P,CA,960CI,I4R4M,2020-07-29 17:39:06
PH4W9,41.09,2020-07-29 13:36:10,,QFT7M,I98W9,CA,KFR 139,YMX4G,2020-07-29 22:16:54
TZUEI,42.05,2020-07-29 13:39:29,2020-07-29 15:55:39,JT5IB,FIVIA,MS,BYW 226,BHDBX,2020-07-29 19:58:09
YKJN1,201.79,2020-07-29 14:47:51,2020-07-29 18:04:09,0XLAS,1ZRV6,CA,689F,JESAR,2020-07-29 20:12:39
XJ8VT,73.08,2020-07-29 15:00:59,2020-07-29 15:52:48,CFRC5,AVLMD,CA,655 ONK,FCOVT,2020-07-29 20:53:37
F9D3J,200.83,2020-07-29 15:15:02,2020-07-29 20:57:02,C7IWN,IIKU8,KY,700 1LR,3XUGZ,2020-07-30 00:03:17
F0E07,29.60,2020-07-29 15:21:06,,C4FK5,LWBDM,AK,Q 536018,T9O52,2020-07-29 22:21:11
3Q0PU,7.62,2020-07-29 16:06:36,2020-07-29 20:49:05,SHPXV,RP5FU,CA,9-24734,ZQ79W,2020-07-29 22:10:00
KK4KX,49.23,2020-07-29 16:13:25,2020-07-29 19:45:05,ZF6YW,DSBX4,NE,871NY,FWJY6,2020-07-30 01:42:53
IPUK9,100.26,2020-07-29 16:22:28,,LM88V,QU4A9,KS,056-QKD,SB5IK,2020-07-29 23:17:56
J6PST,2.97,2020-07-29 16:38:03,2020-07-29 19:01:19,AEGCU,J4E5K,CA,3-C0884,28JE8,2020-07-29 19:03:49
TLVZS,123.78,2020-07-29 17:19:58,,G6QCY,MH5MG,CA,7BG59,YC3AR,2020-07-29 22:43:27
F2XBN,26.04,2020-07-29 18:12:10,2020-07-29 20:25:10,P4K7B,1LPRQ,CA,765 HDS,XRVL3,2020-07-29 22:39:48
472HD,40.80,2020-07-29 20:03:51,2020-07-29 22:15:20,T0EDD,MPSWT,CA,038 QQB,VB0UG,2020-07-29 23:35:36
KUQXT,37.02,2020-07-29 20:10:36,,74R8C,R47CP,MD,568 3022,UU677,2020-07-29 23:43:29
IHP6Y,36.40,2020-07-29 20:45:10,2020-07-29 22:54:41,D4VD6,K42O4,CA,L37 1DG,NJEIB,2020-07-29 22:59:07
B0OG0,43.41,2020-07-29 21:24:51,,YVQRE,P1S6R,CA,URU 163,KCNOQ,2020-07-30 02:28:26
HZVUE,176.88,2020-07-29 21:48:51,,Y1UIZ,C2MTX,CA,6Y 0497S,1RMXY,2020-07-30 01:05:02
ZZB3U,3.62,2020-07-29 22:15:30,2020-07-29 23:15:36,WYQ2F,9M2CI,CA,T 012397,FW8ZT,2020-07-30 03:06:53
24389,28.84,2020-07-29 22:21:17,,1C6A3,L85SI,CA,HPH 096,UAU1O,2020-07-30 01:53:22
56DYP,4.18,2020-07-29 22:39:04,,M717J,3CQPI,CA,755 3NH,P4RIP,2020-07-30 02:49:19
FNCSZ,233.39,2020-07-29 22:49:22,,6ZRG4,EIGF6,CA,EIF N67,I374Z,2020-07-30 02:13:12
XHGEI,92.19,2020-07-29 22:53:45,2020-07-30 01:02:25,LI2J6,02C6X,NH,79-8211L,XTT7N,2020-07-30 03:28:04
BXQRY,86.96,2020-07-29 23:10:23,,S6OY0,PCN8U,ID,926 DLI,93WBS,2020-07-30 05:06:34
21557,14.40,2020-07-29 23:30:17,,0KSMN,MGXF5,NJ,481 MBW,7PSYZ,2020-07-30 07:13:01
39J1S,5.46,2020-07-29 23:45:53,,BZAXV,VVL74,SD,852-064,U21FB,2020-07-30 04:45:40
QBQHA,13.98,2020-07-30 00:18:50,,KNBNP,6CZ88,CA,RMP4559,VOOWH,2020-07-30 06:13:00
GUTG5,206.56,2020-07-30 00:20:33,,5EGES,DUDPC,AL,7C VA368,CQTM4,2020-07-30 09:12:02
2TCD9,342.10,2020-07-30 00:36:44,2020-07-30 01:41:56,FQ0I1,PJ84C,ID,459-LEY,BNDY3,2020-07-30 02:35:48
UJN5Q,13.58,2020-07-30 00:49:00,2020-07-30 06:34:23,0BKHG,18CPE,CA,6-76184,CD9S9,2020-07-30 10:18:21
Y86DM,2.32,2020-07-30 01:50:13,,N25QC,OKNGF,CA,50A 3785,9WUOO,2020-07-30 08:07:03
MAQGK,6.93,2020-07-30 02:00:26,2020-07-30 02:01:47,3K3ID,1QK4D,ID,631 MQS,TBOG4,2020-07-30 04:07:40
G51FJ,153.96,2020-07-30 02:41:41,,VTNVT,S8S8W,CA,HJX 663,LJ7HH,2020-07-30 08:44:48
V2Z1T,31.81,2020-07-30 03:05:10,2020-07-30 04:28:05,FC812,VIUXI,CA,4T 7N1FYK,K9E1M,2020-07-30 07:18:13
RFAO3,28.77,2020-07-30 03:18:21,2020-07-30 07:01:38,PYWOH,6WO13,CA,QC-4359,4CZ4G,2020-07-30 11:57:19
O7WFL,46.89,2020-07-30 03:21:00,2020-07-30 03:29:21,UFQWM,KS7CH,CA,073V1,OK01O,2020-07-30 08:28:25
6U7M6,190.64,2020-07-30 03:30:47,2020-07-30 09:01:11,LNXLF,GA7ND,CA,ZNF 926,7PSYZ,2020-07-30 12:32:31
SHKC2,53.73,2020-07-30 04:35:43,,8CTKG,3E6EG,CA,053 6VX,CRBII,2020-07-30 10:15:25
W2PE1,58.95,2020-07-30 04:36:14,,8UWNK,C5XTQ,CA,719 HSF,EFZC1,2020-07-30 12:05:07
N86ZF,21.51,2020-07-30 04:38:35,,MJJXH,FDB35,CA,74-7054O,EHN88,2020-07-30 08:44:20
JBGNG,85.38,2020-07-30 04:56:17,,2U11Z,Z1A8R,CA,260 BTS,XGK64,2020-07-30 14:08:50
JSHAO,33.12,2020-07-30 05:04:37,2020-07-30 08:29:02,X1STD,QYVI6,CA,829 2HE,THLUS,2020-07-30 09:10:35
08RR1,55.90,2020-07-30 05:05:41,,BRACZ,3CQPI,CA,47M•101,P4RIP,2020-07-30 12:02:29
A2O64,9.90,2020-07-30 05:27:07,,XJP1R,CS6IM,CT,CW9 0438,UYQ5A,2020-07-30 14:16:51
0788L,49.14,2020-07-30 05:31:46,2020-07-30 08:29:25,5FJH3,708R1,CA,LUE 327,3II5S,2020-07-30 12:41:08
PWCDX,6.80,2020-07-30 05:49:41,2020-07-30 08:52:22,0GU8D,ECOXA,CA,46D Q95,O7HYF,2020-07-30 10:22:14
J7U92,8.57,2020-07-30 06:08:26,2020-07-30 06:24:06,PRIFU,FOQZV,FL,ANZ-6086,VDLRR,2020-07-30 06:54:54
7K8O6,5.44,2020-07-30 06:44:47,2020-07-30 07:17:40,PVD8S,9R28N,CA,324 BNN,OK01O,2020-07-30 07:31:01
Q5TPQ,3.39,2020-07-30 06:55:03,2020-07-30 12:15:34,NRW96,3Y9UF,CA,274 1JY,6BT2B,2020-07-30 12:36:13
HSWLI,30.73,2020-07-30 07:01:12,,MQ1C5,KB8R8,CA,ETU-792,J30MG,2020-07-30 14:40:55
TUO2A,14.43,2020-07-30 07:25:21,,LWNBX,YSQEO,CA,59B 3989,FCR45,2020-07-30 11:13:54
JSXPV,39.36,2020-07-30 08:16:31,2020-07-30 12:01:48,V94D2,763SO,CA,480 3482,VK7PW,2020-07-30 14:51:39
UIG2L,44.24,2020-07-30 09:10:21,2020-07-30 14:18:24,W3MT4,QJLGQ,CA,UNV0796,HXUP6,2020-07-30 16:36:11
4CZID,34.15,2020-07-30 09:57:50,2020-07-30 11:22:26,VKCSE,P7GNB,CA,M 921676,TUO27,2020-07-30 16:31:30
Y04RQ,9.28,2020-07-30 10:23:15,,UM4F9,A9FZY,MN,GFZ-1860,LJ7HH,2020-07-30 17:38:38
VEB6T,20.65,2020-07-30 10:48:10,2020-07-30 13:49:42,UIMGB,KKB92,MD,590-NPQ,A7ZNF,2020-07-30 18:18:54
ABK22,44.79,2020-07-30 10:48:23,,GQPOO,KXAQM,GA,MOD4876,FFAZF,2020-07-30 19:23:51
SHIN7,15.08,2020-07-30 10:48:52,,24MWV,1DZEO,CA,62-4199T,EZ72N,2020-07-30 15:47:52
5ET04,33.03,2020-07-30 11:06:39,,ZAH6Q,13W4B,CA,7G QL881,14VAS,2020-07-30 17:03:17
JJVUJ,173.74,2020-07-30 11:22:20,2020-07-30 13:12:16,C5XTQ,1BYHY,CA,2-14949,17KE2,2020-07-30 16:10:16
YEUTF,123.80,2020-07-30 11:32:40,,Z99O5,TYKGO,CA,94-85414,S21WE,2020-07-30 16:11:11
WPAYO,32.15,2020-07-30 11:35:33,,N80A2,UKPH3,CA,16K U39,I22U5,2020-07-30 18:13:08
390PY,43.54,2020-07-30 11:53:08,2020-07-30 17:43:12,KF4LY,6Y9PG,CA,DRL 700,TXYM4,2020-07-30 18:24:38
GTTDB,8.86,2020-07-30 12:29:03,,KIGAN,O9T0E,CA,1S Y5696,4CZ4G,2020-07-30 16:41:51
R06YL,10.54,2020-07-30 13:21:37,2020-07-30 17:39:04,QEJLS,0TWYI,CA,593-799,JSH16,2020-07-30 19:36:15
GNFR1,13.20,2020-07-30 13:35:05,2020-07-30 16:29:35,QYVI6,YSOY2,WA,QY2 P1E,QLAQJ,2020-07-30 21:07:17
H45UE,1.57,2020-07-30 14:00:00,2020-07-30 16:20:32,73X9S,YDLFY,CA,724XHF,28JE8,2020-07-30 20:43:37
TTWE0,2.27,2020-07-30 15:13:27,2020-07-30 16:40:15,UALE2,BL1LV,CA,YQL-1988,2YRRD,2020-07-30 19:19:20
Y5ZWC,44.06,2020-07-30 15:41:10,,DC3E8,1GGMN,GA,205 ACJ,UAU1O,2020-07-30 17:34:23
U1P2W,18.92,2020-07-30 16:43:39,2020-07-30 19:24:52,PF1X8,55RP5,HI,UBP-775,X17J6,2020-07-30 20:52:26
VQUOA,14.49,2020-07-30 17:02:21,2020-07-30 21:32:11,PCN8U,S8FF2,CA,248V,YC3AR,2020-07-31 00:49:35
RUPAD,113.30,2020-07-30 17:19:15,2020-07-30 22:55:37,4U5MY,ANJMP,KY,9-A3339,3W6UE,2020-07-31 03:58:00
Z5LX1,11.55,2020-07-30 17:26:28,,LNXLF,XD7BS,CA,ZNF 926,70GOX,2020-07-30 18:10:29
4I302,36.46,2020-07-30 18:31:09,,RXMW8,DMR7G,CA,6U Y2072,JESAR,2020-07-30 21:13:04
0MFUI,8.92,2020-07-30 18:57:22,,WFNU3,Q7W81,CA,73K 1881,3T1TP,2020-07-30 21:12:55
EBIBK,110.40,2020-07-30 19:03:50,2020-07-30 23:34:45,LGFSD,JAWDY,CA,10-42328,G28Y1,2020-07-31 00:48:49
R4DVT,38.60,2020-07-30 19:43:15,,41FOW,OTJ8K,CA,6-2148Q,2AKCB,2020-07-31 01:47:51
24NRH,20.23,2020-07-30 19:48:39,,RGXJE,RL94X,CA,425-SOR,QLAQJ,2020-07-31 03:15:39
199VN,20.79,2020-07-30 19:55:08,,40Z8F,SPU5K,DE,551-UNHF,SCPDY,2020-07-31 02:46:13
PQ3BF,31.52,2020-07-30 20:10:23,,52D2G,CNPV2,CA,543 3017,TG6R5,2020-07-31 02:06:43
K7J8J,28.20,2020-07-30 20:25:40,2020-07-30 21:21:34,38TUV,NM40A,CA,BYI-948,GKQYL,2020-07-31 02:02:49
CB6V1,11.16,2020-07-30 20:32:23,2020-07-31 02:18:25,0JLQ0,V7XH3,UT,HDP 667,WEUEN,2020-07-31 02:52:25
35VQH,49.95,2020-07-30 21:14:18,2020-07-30 23:48:54,LFVWA,49949,CA,4ZI96,CTAQ0,2020-07-31 03:06:50
X7TMO,49.41,2020-07-30 21:32:45,2020-07-31 00:09:01,79FLS,23DVK,NJ,705DT,0OENH,2020-07-31 06:06:40
6K7FS,7.92,2020-07-30 21:34:40,,GXWB8,PM7HN,CA,34-A214,KYN21,2020-07-31 00:53:34
3SWKB,79.56,2020-07-30 22:10:42,2020-07-31 00:20:55,93V03,83541,CA,CG-7027,M8P84,2020-07-31 02:18:51
15QI1,210.91,2020-07-30 22:34:24,,C05AP,HW4LH,CA,WA 65445,4SM88,2020-07-31 07:14:14
JRV30,5.14,2020-07-30 22:42:41,,DJZEL,A0M32,MT,ZTV 042,N7P0B,2020-07-31 02:40:19
P3OK1,128.34,2020-07-30 23:26:37,,JDG3M,V2A0I,CA,582 KIS,JR3IY,2020-07-31 06:32:37
72YQB,43.20,2020-07-30 23:30:00,2020-07-31 03:25:15,PDKZD,EVM16,CA,9-K8872,IUCKM,2020-07-31 06:16:59
4J07H,72.80,2020-07-30 23:35:29,,39NDD,OTHL0,CA,78-3102T,FNJXE,2020-07-31 04:55:33
5KVO0,14.56,2020-07-30 23:42:54,,ANYFK,P2D9W,CA,3-77418,VDV4X,2020-07-31 03:11:08
TJ2DP,26.00,2020-07-31 00:22:11,2020-07-31 02:53:54,24H4A,J0O6A,CA,SEQ 952,E2F4D,2020-07-31 06:10:42
01YNQ,231.10,2020-07-31 00:45:30,2020-07-31 01:58:40,SODVR,9MHZK,CA,MTH9938,WGN08,2020-07-31 02:50:19
HKO6O,25.86,2020-07-31 01:54:42,,XN8HO,3DQU6,CA,77GS300,LXWG6,2020-07-31 11:01:45
0OMG4,102.42,2020-07-31 02:29:12,2020-07-31 04:49:42,YSXI6,Q69AZ,CA,5-1285I,J6HSY,2020-07-31 06:05:26
TSWIN,51.00,2020-07-31 02:53:59,,GO7CC,HR35R,WI,QEG9344,VCL23,2020-07-31 04:18:50
OQVCR,35.52,2020-07-31 03:18:09,,2G9J9,R5Z9M,CA,ZOO 737,3HM75,2020-07-31 08:16:11
HARCF,91.22,2020-07-31 03:22:40,2020-07-31 05:07:37,1C8ZG,JRNWX,CA,664RI,X3WXV,2020-07-31 10:22:20
27YKB,32.32,2020-07-31 03:48:09,2020-07-31 04:43:38,KL3CG,V4O3W,OK,233 6DS,IJA9S,2020-07-31 05:45:06
5V9Y2,3.22,2020-07-31 04:04:19,2020-07-31 08:13:46,LH8R7,6YGC3,CA,423 XSQ,2ED08,2020-07-31 09:14:55
HL0U4,38.31,2020-07-31 04:14:42,2020-07-31 04:42:57,J65PF,7RVJN,CA,LBJ3540,ZLYE6,2020-07-31 08:45:29
BLN2T,10.47,2020-07-31 04:39:15,2020-07-31 08:41:56,M5AL7,EVM6I,CA,3-53591,BWJC0,2020-07-31 14:10:19
4RXB0,40.41,2020-07-31 04:46:43,2020-07-31 06:30:24,LGFSD,GU88F,CA,10-42328,HXUP6,2020-07-31 12:25:36
0QZ55,38.40,2020-07-31 04:48:45,2020-07-31 06:03:11,9M80A,FABMI,AK,XGE-309,TBOG4,2020-07-31 08:52:52
IK75Y,47.94,2020-07-31 04:53:19,2020-07-31 09:32:55,CQJP2,GI9V3,TX,387LXI,FPQNI,2020-07-31 12:05:46
LQJGO,46.62,2020-07-31 04:54:42,,IMT18,AR01U,CA,49K 967,WGN08,2020-07-31 11:48:59
JMLON,40.55,2020-07-31 05:15:22,,WTYPB,00JYL,MT,AQ6 6641,CF4HY,2020-07-31 10:00:06
AL2LC,57.90,2020-07-31 05:30:42,,OLB76,YZOY6,CA,525WWE,78UQA,2020-07-31 08:08:10
VLH95,72.30,2020-07-31 06:58:39,2020-07-31 10:26:34,3IAOM,BBU3I,OR,AOB 174,I4R4M,2020-07-31 16:15:13
OL3B7,152.63,2020-07-31 07:01:20,2020-07-31 11:03:29,AZ0DQ,7A87O,CA,OYX8763,XRVL3,2020-07-31 16:53:27
U4VKB,74.88,2020-07-31 07:10:51,,V6PGR,6VW4T,CA,59-NW02,LHSWE,2020-07-31 14:01:57
PRVAA,118.40,2020-07-31 07:13:07,2020-07-31 08:39:58,48KT2,Z6X8K,CA,578FNH,A4BUV,2020-07-31 11:56:56
0CHLC,70.47,2020-07-31 07:17:03,2020-07-31 10:55:52,T91WI,SF3PY,CA,01P H59,0N43T,2020-07-31 14:53:32
FW6SO,2.97,2020-07-31 07:57:37,,X77XF,KB8R8,CA,0-1051K,J30MG,2020-07-31 15:57:01
N8KVK,102.56,2020-07-31 08:11:24,,X4DPG,1DZEO,AK,408A1,EZ72N,2020-07-31 10:51:06
D26RW,67.90,2020-07-31 08:57:10,,H2DH5,C5XTQ,CA,960CI,EFZC1,2020-07-31 11:36:55
7QN8R,33.00,2020-07-31 09:30:28,2020-07-31 13:28:47,WGEPG,FAXWJ,NC,9DJS 40,AGFF1,2020-07-31 16:15:17
O30H7,4.29,2020-07-31 09:30:53,2020-07-31 12:40:11,73JIK,2KFTE,CA,83F•733,W6J6J,2020-07-31 15:28:04
74IHM,33.45,2020-07-31 10:02:03,2020-07-31 12:27:18,0SKV5,33AMN,CA,AV7 S1S,E0HTC,2020-07-31 18:06:59
EVKNY,219.65,2020-07-31 10:50:26,2020-07-31 16:35:47,QUXXW,6U497,CA,5-E7239,AULSB,2020-07-31 16:46:55
BKU8O,7.80,2020-07-31 10:58:34,2020-07-31 13:21:23,LVQZA,K8UA4,CA,27-9572U,K36PR,2020-07-31 17:05:00
JK8CE,26.13,2020-07-31 11:20:54,2020-07-31 12:59:18,S3DHH,JXM68,DC,ZBF 486,WCD8M,2020-07-31 18:19:32
ZM0N1,29.97,2020-07-31 11:45:14,,SSFNN,AZJ9T,HI,1179 KL,S6WJO,2020-07-31 19:31:16
T33VV,48.30,2020-07-31 12:27:29,2020-07-31 14:06:51,OCN5R,KY1VR,OH,AI-4434,75EWH,2020-07-31 16:09:56
VN1BR,31.99,2020-07-31 12:33:10,2020-07-31 13:52:10,C0Y7M,GS65P,CA,7-81774H,QDQDS,2020-07-31 14:52:32
B1BCZ,44.90,2020-07-31 12:41:10,2020-07-31 14:57:56,EU4VM,NM40A,CA,8FK6725,GKQYL,2020-07-31 15:48:22
SK1CT,49.52,2020-07-31 12:50:04,,RBHAX,IZ7H1,IL,4GT2655,CGNL1,2020-07-31 18:28:49
XM74L,162.05,2020-07-31 13:33:17,,3NNF7,LYKT0,CA,N 414858,0PE4W,2020-07-31 17:11:30
7I44Q,8.58,2020-07-31 13:51:04,2020-07-31 16:19:52,HA8S9,P1S6R,CA,327-FFX,KCNOQ,2020-07-31 17:20:43
Q34HJ,35.00,2020-07-31 13:58:03,2020-07-31 18:21:28,06DA2,5K4EO,MS,906Q,K36PR,2020-08-01 00:02:03
LZSYB,89.12,2020-07-31 14:06:06,2020-07-31 14:51:59,P4QTQ,B1EWB,MO,3-P7801,CR5T7,2020-07-31 17:48:45
2OKPZ,90.64,2020-07-31 14:28:37,,Y24LT,8SJGW,CA,OFS4543,ZV68L,2020-07-31 17:20:56
OK9FS,14.49,2020-07-31 14:59:10,2020-07-31 19:17:36,RSGXC,IRSEU,CA,EHT 597,T7VTK,2020-07-31 22:37:45
QPCPH,53.91,2020-07-31 15:38:47,,EHV7O,SM9YZ,CA,965 XYZ,2TM62,2020-08-01 00:07:52
N49GW,3.37,2020-07-31 16:24:32,,AN931,8PS1L,CA,WP9 1350,M77DZ,2020-07-31 20:51:33
V2ZF5,136.98,2020-07-31 16:30:21,2020-07-31 21:50:50,HCYMT,33QBI,NV,4A 98967,H39E9,2020-08-01 00:20:15
SZHX3,29.82,2020-07-31 16:43:44,,6QQ17,ZM96J,CA,H13-42T,FNET8,2020-07-31 22:56:42
N8RFP,7.71,2020-07-31 17:08:57,,HOGTV,A9FZY,CA,0X RM461,LJ7HH,2020-08-01 02:41:42
3J0GD,29.46,2020-07-31 17:12:47,,VMSXU,KIGAN,CA,571RV,VCL23,2020-07-31 21:30:29
0WWP1,123.62,2020-07-31 17:17:21,2020-07-31 18:54:42,5XTXC,8D763,CA,GNL1062,G29KT,2020-07-31 23:02:27
0OANP,46.90,2020-07-31 17:20:29,2020-07-31 22:55:29,CVTAH,DSV00,CA,FWJ6571,KCNOQ,2020-07-31 23:00:11
G4RP4,44.04,2020-07-31 17:39:37,2020-07-31 21:17:57,EXFCK,ZTMRS,MD,FIF-6724,7NOQY,2020-08-01 03:13:05
LQHJK,41.66,2020-07-31 17:47:10,,KQRWE,VEGI8,LA,JO 35988,0K71G,2020-08-01 03:09:43
A6JB1,39.60,2020-07-31 18:14:40,,B9XOD,V7XH3,WI,MAY 243,WEUEN,2020-07-31 21:09:16
DJTT0,7.44,2020-07-31 19:33:36,,9MFPK,9XKV3,CO,2LB4630,BKIUG,2020-08-01 01:37:40
XU7EE,9.96,2020-07-31 19:49:57,2020-08-01 01:34:38,VN08F,0Y5OX,CA,IWC-4325,7N4UM,2020-08-01 01:45:07
HH7QY,35.74,2020-07-31 20:59:54,2020-08-01 00:20:42,P5BVW,8PS1L,CA,0A 1671H,M77DZ,2020-08-01 04:04:16
F6DZ5,22.25,2020-07-31 21:00:24,2020-08-01 00:03:52,P3FPZ,Z6X8K,CA,9WM Q91,A4BUV,2020-08-01 00:36:25
5PFIW,18.72,2020-07-31 21:10:09,,J4E5K,PLJ5Q,DC,EUR-956,3T1TP,2020-08-01 07:38:33
TNV3D,88.90,2020-07-31 21:22:46,2020-08-01 03:13:08,SKUNO,RJQBV,CA,89Q U93,P6OR7,2020-08-01 07:37:30
CWYIP,93.88,2020-07-31 21:29:42,,55GU7,TYKGO,NE,OCC 225,S21WE,2020-08-01 03:30:46
MDRPP,33.92,2020-07-31 21:49:57,,E98WB,STJPU,CA,9QX0476,J6HSY,2020-08-01 04:30:18
VS6HH,107.94,2020-07-31 22:15:19,,3MODL,KVCPU,CA,837L9,6Q67U,2020-08-01 00:54:06
1CJ4X,43.75,2020-07-31 22:53:01,2020-08-01 02:11:41,G9CAS,W3LVC,VA,DWO 559,R0QWL,2020-08-01 07:47:25
KQ98M,83.58,2020-07-31 23:02:23,,BVRP7,B41K6,CA,ZQG 905,6QSXS,2020-08-01 02:48:58
D3NL6,19.04,2020-07-31 23:48:32,2020-08-01 03:10:08,1PUAD,IIKU8,CA,442 ZFP,3XUGZ,2020-08-01 05:14:30
03CCF,6.76,2020-08-01 00:37:07,2020-08-01 06:20:54,GTQ8T,MH6XI,CA,347 9480,P6OR7,2020-08-01 06:47:54
